DateTimeUTC,StationID,Longitude,Latitude,StationName,ClimateID,Year,Month,Day,TimeUTC,TempC,TempFlag,DewPointTempC,DewPointTempFlag,RelHum,RelHumFlag,WindDir10sdeg,WindDirFlag,WindSpdkmh,WindSpdFlag,Visibilitykm,VisibilityFlag,StnPresskPa,StnPressFlag,Hmdx,HmdxFlag,WindChill,WindChillFlag,Weather,PrecipAmountmm,PrecipAmountFlag,Location
2022-05-15 15:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,5,15,15:00,12.8,,-1.3,,38.0,,15.0,,2.0,,,,93.8,,,,,,,0.0,,Edmonton
2022-03-30 00:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,3,30,00:00,7.1,,-3.5,,47.0,,20.0,,13.0,,,,93.39,,,,,,,0.0,,Edmonton
2022-07-12 02:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,7,12,02:00,25.9,,10.2,,37.0,,20.0,,12.0,,,,93.66,,27.0,,,,,0.0,,Edmonton
2022-12-08 06:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,12,8,06:00,-10.3,,-12.6,,83.0,,21.0,,4.0,,,,93.09,,,,-13.0,,,,M,Edmonton
2022-09-05 16:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,9,5,16:00,15.1,,5.4,,53.0,,33.0,,17.0,,,,93.33,,,,,,,0.0,,Edmonton
2022-12-12 08:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,12,12,08:00,-18.1,,-22.1,,71.0,,30.0,,6.0,,,,94.13,,,,-23.0,,,,M,Edmonton
2022-10-11 16:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,10,11,16:00,,,,,,,,,,,,,,,,,,,,,,Edmonton
2022-01-27 16:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,1,27,16:00,-5.7,,-9.6,,74.0,,21.0,,7.0,,,,94.53,,,,-9.0,,,0.0,,Edmonton
2022-11-28 08:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,11,28,08:00,-10.3,,-13.7,,76.0,,33.0,,23.0,,,,93.14,,,,-19.0,,,0.0,,Edmonton
2022-09-29 20:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,9,29,20:00,19.2,,7.7,,47.0,,3.0,,11.0,,,,93.79,,,,,,,0.0,,Edmonton
2022-01-27 22:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,1,27,22:00,0.1,,-9.1,,50.0,,26.0,,11.0,,,,94.1,,,,,,,0.0,,Edmonton
2022-02-04 11:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,2,4,11:00,-18.6,,-22.1,,74.0,,16.0,,21.0,,,,93.94,,,,-29.0,,,0.5,,Edmonton
2022-08-03 11:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,8,3,11:00,14.3,,11.3,,82.0,,14.0,,8.0,,,,93.18,,,,,,,0.0,,Edmonton
2022-03-17 23:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,3,17,23:00,9.1,,-6.0,,34.0,,19.0,,9.0,,,,93.07,,,,,,,0.0,,Edmonton
2022-09-22 23:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,9,22,23:00,22.8,,4.8,,31.0,,19.0,,9.0,,,,92.6,,,,,,,0.0,,Edmonton
2022-08-13 19:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,8,13,19:00,27.6,,15.3,,47.0,,18.0,,6.0,,,,93.38,,32.0,,,,,0.0,,Edmonton
2022-05-10 11:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,5,10,11:00,-1.9,,-5.5,,76.0,,29.0,,13.0,,,,92.96,,,,-6.0,,,0.0,,Edmonton
2022-01-11 21:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,1,11,21:00,4.2,,-1.3,,67.0,,0.0,,1.0,,,,92.79,,,,,,,0.0,,Edmonton
2022-01-06 10:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,1,6,10:00,-25.7,,-29.1,,73.0,,21.0,,5.0,,,,94.68,,,,-31.0,,,0.0,,Edmonton
2022-05-11 08:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,5,11,08:00,7.6,,-1.7,,52.0,,21.0,,7.0,,,,93.57,,,,,,,0.0,,Edmonton
2022-11-24 18:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,11,24,18:00,4.1,,-3.1,,60.0,,21.0,,9.0,,,,93.36,,,,,,,0.0,,Edmonton
2022-09-16 11:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,9,16,11:00,10.5,,9.6,,94.0,,21.0,,6.0,,,,93.3,,,,,,,0.0,,Edmonton
2022-11-11 12:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,11,11,12:00,-16.9,,-19.1,,83.0,,24.0,,4.0,,,,94.15,,,,-20.0,,,0.0,,Edmonton
2022-07-12 19:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,7,12,19:00,27.5,,11.5,,37.0,,19.0,,6.0,,,,93.24,,30.0,,,,,0.0,,Edmonton
2022-02-09 14:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,2,9,14:00,0.5,,-2.8,,78.0,,25.0,,6.0,,,,93.63,,,,,,,0.0,,Edmonton
2022-05-13 09:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,5,13,09:00,11.5,,-1.7,,40.0,,14.0,,17.0,,,,93.22,,,,,,,0.0,,Edmonton
2022-06-14 12:15:00+00:00,0,-113.52,53.57,EDMONTON BLATCHFORD,3012209,2022,6,14,12:00,11.9,,10.8,,93.0,,35.0,,16.0,,,,92.26,,,,,,,5.0,,Edmonton
